PMID,TI,AB,JT,DP,PL,YY,year
1261976,The impact of the community mental health movement on psychiatric practice and training.,"The three basic concepts of community mental health will have profound impact on many aspects of traditional psychiatric theory and practice, the author believes, and must be taken into account in psychiatric residency programs. The catchment-area concept means that psychiatrists are obligated to provide help for far larger numbers of people, including those who have problems and attitudes psychiatrists are not accustomed to dealing with. Psychiatrists must also work in partnership with communities that demand a voice in defining and labeling problems and specifying treatment modalities. The concept of promoting health as well as treating illness means that psychiatry becomes involved with broader concerns about improving the quality of life. The third concept, that behavior has family, community, social-class, and other sociocultural determinants, has already affected psychiatric practice and education, but it continues to generate friction.",Hospital & community psychiatry,1976 Apr,United States,1976,70
1267506,Social aspects in the changing epidemiology of malaria in the highlands of New Guinea.,"The increase in movement of people both within the highlands of New Guinea and also to and fro between holo- and hyperendemic lowland areas and the highlands by policemen and semi-skilled personnel in one direction and by labourers in the other, together with a great increase in potential breeding sites, were virtually inevitable consequences of the development process as the intense communalism and geographical isolation of the highland people was broken down. Prior to the ""opening up"" of the highlands, evidence suggests that malaria had existed in an endemic and very unstable form in only a few lower altitude areas and in the populations of the perimeter villages who had contact with lowland areas. This paper traces the changes in the distribution and determinants of malaria that occurred pari passu with the development process in the highlands of Papua New Guinea between 1930 and 1970.",Annals of tropical medicine and parasitology,1976 Mar,England,1976,70
12258693,Research on the consequences of adolescent pregnancy and childbearing.,"In this request for proposal (RFP) we are requesting research on the social, psychological, and economic consequences of adolescent fertility as they may be measured with available data. Proposals that include the collection of original data would not be responsive to the requirements of the RFP. Consequences may refer to the woman involved, the child, the man or father, the families of those involved, or society in general. Clarification of the determinants of adolescent pregnancy and childbearing will be sought through other requests for proposals. Proposals are sought from a variety of disciplines: sociology, demography, psychology, anthropology, and others concerned with human development and family and social welfare. The RFP was issued on January 15, 1976. The closing date for receipt of proposals submitted under the RFP will be March 5, 1976. Only those sources which have been technically evaluated as qualified will be requested to submit proposals. Copies of the RFP may be obtained by sending a written request to Mack Bell, Contracting Officer, Contracts Management Section, Office of Grants and Contracts, National Institute of Child Health and Development, Landow Building, Room C-625, Bethesda, Maryland 20014.",Drug research reports,1976 Feb 4,United States,1976,70
1271211,Biographical determinants of achieved eminence: a multivariate approach to the Cox data.,"Ranked eminence of creators and leaders was hypothesized to be a function of both substantive (developmental and productive) variables and methodological artifacts. Cox's sample of 301 geniuses was reexamined using multiple-regression techniques. The results indicated that ranked eminence is (a) a curvilinear inverted-U function of education for creators but a negative linear function for leaders, (b) a positive linear function of versatility for leaders only, and (c) a curvilinear U-shaped function of life span for creators but a ""backwards-J"" function for leaders. Although creators are more intelligent than leaders, the correlation that Cox found between intelligence and ranked eminence was shown to be an artifact of data reliability and, especially, a timewise sampling bias. It was also shown that father's status has no direct impact on ranked eminence.",Journal of personality and social psychology,1976 Feb,United States,1976,70
1259553,Formal and informal sex education as determinants of premarital sexual behavior.,"Controversies exist regarding the effects of sex education in the schools and informal sex education obtained from parents, peers, the mass media, and other sources. Similarly, there is widespread interest in premarital sexual behavior, especially its determinants. This study presents several issues reflecting these concerns which have been the subject of much speculation but which have received little attention by researchers. The purpose of this study was to investigate--through the use of respondent reports--how formal and informal sex education influences premarital sexual behavior during college. A national probability sample of 1177 college students was studied using face-to-face interviews with approximately equal numbers of males and females. These interviews, which were conducted for the Institute for Sex Research, included questions about past and present sexual involvement and other attitudinal, behavioral and background variables. Accordingly, the data about sexual behavior and attitudes are based on the interviewees' self-reports. Indices were created which operationalized independent variables such as familial sexual conservatism, exposure to eroticism, perceived sex knowledge, and sexual exposure and assault during childhood and adolescence. Individual items reflecting childhood sex play, masturbation, current religiosity, religiosity while growing up, social class, sources of sex information, sex education in classrooms, and high school and college dating were used. The dependent variable, premarital sociosexual involvement, is a composite measure of incidence and prevalence of premarital heterosexual involvement which meets Guttman scaling criteria. An Automatic Interaction Detector analysis was used to determine the relative influences of reported sexualization variables on premarital sexual behavior. Major findings can be summarized as follows: Heterosexual behavior progresses in stepwise fashion from elementary to advanced levels of involvement, with each level representing a threshold. Reports of current influences and pressures explain more variance in premarital sexual behavior than reports of past informal sexualization influences, which, in turn, explain more variance than reported formal sex-education experiences. Limited success was reported with the use of a four-stage AID analysis which attempted to ascertain whether variables represented in later stages of the sexualization process ""mask"" the effects of variables in earlier stages and whether a development process can be identified. It may be concluded that these data do not support the belief that exposure to sexuality through formal sex education influences premarital sexual behavior. Informal sex education has significantly more impact on premarital sexual behavior, but there are indications that pressures and experiences confronting young people in a given dating or peer group situation take precedence over all past sexual socialization influences.",Archives of sexual behavior,1976 Jan,United States,1976,70
1244398,Determinants of a positive attitude toward retirement.,"This research investigates the possibility that attitude toward retirement is better understood as resulting from the worker's realistic appraisal of the type of retirement experience which he can expect than as part of a general value orientation stressing the worker role. Questionnaire data collected from 70 older industrial workers indicate that workers who can expect a positive retirement experience in terms of finances, friends, social activity, and level of preparedness are likely to have a positive attitude toward retirement. No relationship was found between commitment to work and attitude toward retirement.",Journal of gerontology,1976 Jan,United States,1976,70
1032743,"The abuse of multiple drugs. II. Psychological hypotheses, treatment considerations.","Several basic psychological hypotheses about multiple drug abuse are examined, i.e., social determinants, the effect of availability on extent of abuse, that drug abuse is a symptom rather than a disease, the relationship of social class to psychopathology, the lack of specificity of psychodynamics or psychopathology to drug choice, and the use of drugs to facilitate or obliterate concern with assertion, relieve neurosis, or provide homeostasis. There is a need for a variety of comprehensive, directive treatment approaches from which an individual treatment plan can be chosen. Such plans must consider which of the complex factors that can lead to multiple drug abuse are most prominent and can be remedied in each case.",The American journal of drug and alcohol abuse,1976,England,1976,70
1030661,The hyperkinetic child syndrome: the need for reassessment.,"The dramatic increase in the incidence of hyperkinesis witnessed in recent years constitutes a growing concern for the children so classified. Some relevant issues are discussed in terms of (a) diagnostic practices, (b) treatment practices, and (c) changing views about the nature of the disorder itself. Rather than focusing on the child as a source of the problem (as has typically been the case), future research and practices need to demonstrate a broad-based perspective on the adjustment problems of these children that examines ""situational"" determinants and institutional policies.",Child psychiatry and human development,1976 Winter,United States,1976,70
992921,Employing ex-addicts: determinants of support and opposition.,"In 1973 public hearings of the Temporary (N.Y.) State Commission to Evaluate the Drug Laws concluded with a report which documented pervasive controversy and discrimination in employing rehabilitated or ex-addicts. To analyze local attitudes to this issue, the present study targeted the audience of a recent Symposium ""Employment of the Ex-Addict"", held in Westchester County, New York, October, 1973. Ss (N = 83) completed a questionnaire to assess the nature and extent of proponent views, degree of commitment, and motivational components of support and opposition. The data strongly supported belief in the urgency of the need to employ. Educational and community measures of moderate activism were preferred to antidiscrimination legislation. Significant correlations were found between urgency and age, size of plant, and occupational group. Appeals to human rights and social rights were judged to be important positive reinforcers to employment, and the economic argument a greater deterrent than fear or prejudice. Study limitations, findings, and need for further behavioral organizational research were discussed.",The International journal of the addictions,1976,United States,1976,70
943161,Chromosomal determinants of intermale aggressive behavior in inbred mice.,"A behavioral genetic system has been investigated in which the Y chromosome of DBA/1/Bg mice makes an incremental contribution to the adult aggression of B10D1F1 hybrid mice. Crosses with C57BL/10/Bg, C57BL/6/Bg, and DBA/2/Bg have identified a minimum of one incremental and one decremental (suppressor) genetic factor (in addition to the Y chromosome) which are autosomal and which affect the expression of adult intermale aggression in these strains.",Behavior genetics,1976 Jan,United States,1976,70
939613,Women's emancipation and socialsm: the case of the People's Republic of Poland.,"Determinants of occupational position in Poland, as elsewhere, include the socialization process, access to education, and the employment structure. The socialization process includes the domestic pattern of division of labor, occupational models encountered in person and in the various media, and parental and social pressures, including vocational counseling. Ecuational access is a critical determinant of the extent and type of participation in the labor force as well as attitudes toward work. Although Poland has made major attempts to improve the socialization process and acces by type of program, disparties are still encountered in pay received for similar work, and for work in positions that cannot be explained by differences in productivity or education. Employment policies being undertaken or considered include measures to improve working conditions and occupational position, to socialize a larger number of ""domestic"" tasks, and to provide more flexibility via part-time work and longer maternity leaves.","International journal of health services : planning, administration, evaluation",1976,United States,1976,70
14491,Etiological determinants of protein calorie undernutrition in a rural child community.,"Two groups of randomly selected underweight and well-nourished preschool children residing in study villages of Punjab, Ludhiana district were examined with respect to their socioeconomic background, birth weights, dietary intakes, quality of received mother care, blood biochemistry, parasite load, psychomotor development and past illness prevalence. It was found that underweight children showed significantly less favourable indices in all of the above categories except stool parasitology suggesting an extremely intricate and complex interaction of a host of ecological variables in the causation of undernutrition. Using the discriminate analysis on readily available social variables, it was found that caste affiliation and, less so parental income were the two most significant variables distinguishing between the two groups. A model for the interaction patterns of ecological variables in their effect of protein calorie malnutrition for the given area is suggested.",Acta tropica,1976,Netherlands,1976,70
1206385,Perceptual incongruity and social interaction as determinants of infants' reaction to novel persons.,"To investigate the contrary position of perceptual incongruity and social interaction theories regarding birth order and reactions to novel persons within the first year of life, novel persons were presented to 96 first and later borns 8 and 12 months of age. Because firstborns, exposed to more positive social interaction within the family within the first year of life, were more positive towards strangers than were the later borns, the authors concluded that by the end of the first year of life the nature of the infant's social interaction within the family, rather than the number of perceptual encounters, is the major determinant of infants' reaction to novel persons in their enviornment.",The Journal of genetic psychology,1975 Dec,United States,1975,70
1185154,Individual differences and setting as determinants of acute adverse reactions to psychoactive drugs.,"The relationship between setting and individual differences in determining acute adverse reactions to psychoactive drugs was examined using retrospective data from 483 drug users. Five dimensions of setting were identified. Although there were some small setting main effects, these effects failed to reach significance when shared variance with individual difference variables was considered. For acute adverse reactions to LSD, however, there were seven independent interaction effects between setting and individual difference variables. There were two interaction effects of smaller magnitude related to acute adverse reactions to marijuana. The significance of these results for the current controversy over the relative importance of situational vs. personality determinants of behavior was discussed.",The Journal of nervous and mental disease,1975 Nov,United States,1975,70
26750319,Conjoint Psychotherapeutic Experience: Some Dimensions and Determinants.,"In our previous reports we have specified the empirical structure of patients' and therapists' experiences in psychotherapeutic sessions. The present report explores the structure of experience within the therapeutic dyad -- conjoint experience. Seven factors were derived from the reports of 28 patient-therapist pairs. One factor reflected the therapist's approach to his role as a help-giver, and another reflected the patient's approach to her role. Other patterns showed convergent perceptions, while still others showed conjoint experiential processes -- inter-experience. Determinants of these experiences were sought among the personal and social characteristics of the participants. Several clinically suggestive patterns of determinants emerged.",Multivariate behavioral research,1975 Oct 1,United States,1975,70
1187297,Determinants of visual attention in real-wound scenes.,"The present study examined the saliency of size, movement, and human content variables in visual selective attention. Ss named stimuli present in motion pictures of real world scenes or in animated cartoon controls during a 15-sec. exposure period. Regardless of the type of presentation that they saw, Ss tended to name large and/or moving stimuli more often than small and/or nonmoving stimuli. Also, small human stimuli were named more frequently than small nonhuman stimuli, while there were no differences between the frequencies with which large human and nonhuman stimuli were named. The order in which Ss named stimuli was not related to either the size, movement, or human content variables. Results are discussed in terms of the generalizability of the results of previous studies to conditions simulating the real world.",Perceptual and motor skills,1975 Oct,United States,1975,70
1177089,Informational determinants of females' self-attributions and observers' judgments of them in an achievement situation.,"A female (A) received feedback about both her own and a male or female other's (B's) performance on an achievement task, and then estimated the likelihood that she and B possessed each of several attributes related to competence, likeableness, and physical attractiveness. The situation was witnessed by a male or female observer who then judged B's attributes and predicted A's and B's ratings of one another. A formulation of social inference processes developed by Gollob was used to identify and compare the informational cues used by actors and observers in making these attributions. The contributions of these cues depended substantially on the type of attribute being inferred, the judge (A or the observer), and whether the judgment was made of A or of B. A's behavior (i.e., her performance on the achievement task) contributed less to her self-attributions than it did either to her predictions of how B would rate her or to observers' actual judgments of her attributes. A's self-attributions tended to be relatively more influenced by her experiences before participating in the experiment. Whereas A appeared to use B's performance as a comparative standard when judging her own competence and expected B to do likewise, observers did not use B's performance in this manner when judging A. Moreover, A did not use her own performance as a standard when judging attributes of B. The article discusses theoretical implications of these results for attribution and self-perception processes.",Journal of personality and social psychology,1975 Sep,United States,1975,70
28136241,Role Variation as a Determinant of Attributed Masculinity and Femininity.,"One-hundred twenty-seven men and women college students attributed items from a sex-role stereotype questionnaire to one of six hypothetical stimulus persons who varied as a function of gender and role designation (adult, undergraduate, graduate student). Results hypothesized from previous studies of sex-role stereotypes and theoretical conceptions of the attribution process and social learning influences on personality were obtained: the adult stimuli yielded predictable sex-role stereotypy; the undergraduate stimuli produced no differential attributions; and the graduate student stimuli generated greater masculine attributions for the female. The results were interpreted in terms of the significance of situationally specific stimuli as determinants of attributions about men and women.",The Journal of psychology,1975 Sep,United States,1975,70
1239499,The nature of extraversion: a genetical analysis.,"A biometrical-genetical analysis of twin data to elucidate the determinants of variation in extraversion and its components, sociability and impulsiveness, revealed that both genetical and environmental factors contributed to variation in extraversion, to the variation and covariation of its component scales, and to the interaction between subjects and scales. A large environmental correlation between the scales suggested that environmental factors may predominate in determining the unitary nature of extraversion. The interaction between subjects and scales depended more on genetical factors, which suggests that the dual nature of extraversion has a strong genetical basis. A model assuming random mating, additive gene action, and specific environmental effects adequately describes the observed variation and covariation of sociability and impulsiveness. Possible evolutionary implications are discussed.",Journal of personality and social psychology,1975 Jul,United States,1975,70
1152751,Determinants of prescribing of psychoactive drugs by general practitioners.,"Precise data on levels of prescribing of psychoactive and other drugs by general practitioners have recently become available in Australia (Rowe, 1973a, b; Bridges-Webb, 1972). However, there has been little or no research into possible determinants of prescribing behaviour, for example, age, social background, work load, the nature of the practice, education and colleague networks. Nor have the attitudes, expectations, values or information levels of general practitioners been studied. The overseas literature in this field is confusing and scanty. There would seem to be good reason to investigate these aspects in Australian practices. A pilot study carried out in Canberra in 1972 suggests that a short structured questionnaire administered in a face-to-face interview could provide the necessary data.",The Medical journal of Australia,1975 Jun 14,Australia,1975,70
1232765,[Introduction to psychosomatic medicine (author's transl)].,"Psychosomatic medicine is a ""holistic"" conception of pluricausal medicine which has as an objective to study not the isolated disease, but the sick man, that is the humanised patient in his most complete nosological and ecological perspective. Numerous arguments seem to indicate the reality of clinical and experimental links between emotional life, psychic troubles and the dysfunctioning of organs or the apparition of visceral lesions. Anatomical and physiological studies play a capital role at the level of the hypothalamus, limbic system and at different neuroendocrinological systems (pituitary, corticoadrenal and medulloadrenal). On the experimental level, beside confining ulcers obtained by different technics on the laboratory rat, one must insist on the experiments of Weiss who showed that the peptic ulcers of the rat, under certain conditions, depend on two variables: the number of stimuli which the animal must face and the informative feedbacks more or less useful, which it receives in return. The investigations undertaken on the sick man show the importance of functional troubles with respect to anomalies of the autonomic nervous system or anomalies of intramural ganglions, which explain perhaps the notion of target organs for the troubles. Considering the most recent concepts which valorise the role of genetic factors in the determination of psychosomatic diseases, one can conceive that psychological determinants, affective or environmental, are cofactors which integrate themselves with somatic, genetic, constitutional and nutritional factors to produce the final morbid picture.",Acta psychiatrica Belgica,1975 Jun-Jul,Belgium,1975,70
1178795,Studies on how early maternal separation produces behavioral change in young rats.,"Previously published studies point to the behavioral interaction between the mother and her litter as the origin of the processes responsible for the behavioral hyperactivity following maternal separation in 2-week-old rats. The following experiments explore (1) the time course over which behavioral hyperactivity develops, (2) environmental and social determinants, (3) the role of sensory stimulation in the regulation of behavior and (4) the olfactory sensory system as a mediator of separation effects. The hypotheses supported best by the data are (1) that tactile and olfactory stimulation repeatedly provided by the mother act to reduce levels of behavioral arousal of the infants and (2) that maternal separation exerts its effect by withdrawal of this regulating influence, allowing a new level of behavioral arousal, more intrinsic to the infant, to be revealed.",Psychosomatic medicine,1975 May-Jun,United States,1975,70
1178794,Presidential Address-1974 from explanation to action in psychosomatic medicine: the case of obesity.,"Psychosomatic medicine began as a social movement within medicine, designed to counteract the mechanistic and impersonal features that had accompanied the introduction of science into medical education. In its early days, therapeutic inefficacy led to a concentration upon understanding the origins of disorders in which emotional determinants played a role. To a large exten, psychosomatic medicine is still identified with such understanding. Within recent years, however, the development of increasingly effective therapeutic techniques has changed the emphasis in psychosomatic medicine from understanding to action. These developments are particularly well exemplified by the case of obesity. Social investigations have revealed that the prevalence of obesity within populations is determined to a very high degree by social factors, operating in an unplanned and uncontrolled manner...",Psychosomatic medicine,1975 May-Jun,United States,1975,70
1172393,"Aggression and dominance in the weaver bird, Quelea quelea.","Previous work on agonistic behaviour in Quelea has been concerned primarily with hormonal variables. In the present series of experiments, a number of behavioural correlates of aggression and dominance are examined in male and bisexual groups. These include the effects of group arousal level on rates of agonistic encounters, the relationship between an individual's habitual level of activity and its relative dominance, aggressiveness and position on the perch in a resting ""flock"". The temporal patterning of encounters is analysed and the reasons why encounters tend to clump in time determined. The relationship between dominance in encounters over individual-distance infringements and dominance in encounters over access to a restricted food source is investigated and the effects of this on loss of weight in males and females determined. The results are discussed in relation to Ward's (1965) finging that in the wild females suffer higher mortality than males during the dry season and in relation to the general determinants of aggression in Quelea.",Animal behaviour,1975 May,England,1975,70
1056816,The use of dental services among Norwegian adults in 1973.,"The dental treatment pattern and its determinants were surveyed in 1973 by interviews with a sample comprising 1,632 persons drawn to cover the total Norwegian population aged 15 and above. In all, 58% of the interviewees stated having visited a dentist during the year prior to the interview. In contrast, 16% had not consulted a dentist for at least 5 years. Fifty-five percent of the sample reported having received fillings at the last dental visit and 15% reported having received some periodontal and/or preventive treatment. Regular (at least annual) treatment attendance was claimed by 52% of the sample. However, some respondents had seemingly embellished their treatment behavior, and a relatively valid estimate for the current proportion of regular treatment attenders was considered to be 40% of the adult population in Norway. Sex and geographic region were found to be the most influential predictors of the recent treatment pattern, whereas school dental treatment had a major influence in youth. Dental conditions including the wearing of dentures was the reason most often given for not seeing a dentist on a regular basis.",Community dentistry and oral epidemiology,1975 May,Denmark,1975,70
239285,Determinants of marital happiness and unhappiness rated by alcoholics and their wives.,"Alcoholic husbands and their wives generally agreed that the major aspects of marital happiness dealt with the quality of interpersonal relations. ""Undesirable vices (excessive gambling, drinking, etc.)"" ranked first as contributing to marital unhappiness while their absence was ranked 27.5 by the husbands and 9.5 by the wives as contributing to marital happiness. The elimination of undesirable habits may resolve much marital misery but it does not necessarily follow that as unhappiness decreases happiness will increase.",Journal of studies on alcohol,1975 May,United States,1975,70
1117913,Politics in the development of a migrant health center. A pilgrim's progress from idealism to pragmatism.,"New methods of health-care delivery have been recommended to correct the inequities in the distribution of health services to rural and urban poor. A migrant health center developed in 1970 to accomplish this aim illustrated the many attendant problems. The award of the grant to an outside consumer group rather than to the country health department resulted in political pressures during the center's development. Other factors isolated the center. These included categorical funding specifically directed to a community's ethnic minority and the lack of a regional network of health care. Confusion was created when legitimate spokesmen of the target group, other segments of the local community or interested private and governmental agencies were not defined. Although a program for curative and preventive medicine was established for a minority, the center was less successful in becoming self-supporting and in affecting the social and economic determinants of health.",The New England journal of medicine,1975 Apr 24,United States,1975,70
1090426,Vector analysis of postcardiotomy behavioral phenomena.,"The classification of postcardiotomy behavioral phenomena in Figure 1 is proposed for use as a clinical instrument to analyze etiological determinants. The utilization of a vector analysis analogy inherently denies absolutism. Classifications A-P are presented as prototypes of certain ratio imbalances of the metabolic, hemodynamic, environmental, and psychic vectors. Such a system allows for change from one type to another according to the individuality of the patient and the highly specific changes in his clinical presentation. A vector analysis also allows for infinite intermediary ratio imbalances between classification types as a function of time. Thus, postcardiotomy behavioral phenomena could be viewed as the vector summation of hemodynamic, metabolic, environmental, and psychic processes at a given point in time. Elaboration of unknown determinants in this complex syndrome appears to be task for the future.",Diseases of the nervous system,1975 Apr,United States,1975,70
1199285,[Biological basis of behavior regulation].,"A changing of the information is taken as basis for the behaviour of the organism. While the metabolism produces a connective relation with the environment, the changing of the information delivers an informational relation. The two processes are essential constituents of the organism as an open system for the maintenance and the increase of the negentropy. The informational connection with the environment is primarily non-communicative (the recipient performs the verification of the meaning of the signs with meaning). On the basis of the changing of information three environments may be differed: (1) the own environment (telereceptoric informations on the own body), (2) the informational environment and (3) the communicative environment (common alphabet). The most important determinants of the behavior which connect the organism with its informational environment are pretensions to space, time, metabolism and changing of form. In the communicative environment there may be pretensions to territory, sex, care and social ones. In organism the behaviour is above all determined by vigilance, emotion, motivation, memory (storage), selector (and receptor) as well as operator (and effector). The comparative behavioural sciences allow certain universal evidence on the basis of such parameters. Here also constituents of the human behaviour can be seized.",Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,1975 Apr 1,Germany,1975,70
1159611,"Components of ""authority"" as determinants of compliance.","This study investigated factors affecting compliance, to orders from a formal authority. The design created a two-level status hierarchy in which subjects occupied identical low-status positions and responded to demands from a simulated high-status leader. Four components of authority-normativity,coervice power, collective justification, and success-failure-were manipulated as independent variables. Another component, the endorsement accorded the leader, was included in the design as a measured variable. Results indicated that compliance increased significantly when coervice power was high (rather than low), when justification was collective (rather than partisan), and when demands were normative (rather than counternormative). Contary ti the theoretical expectation, endorsement did not affect compliance by low-status members. The findings show that the normative aspect of legitimacy serves as a compliance-gaining base even when stripped of enforcing sanctions and under-lying goals and that the distinction between normativity and endorsement is valid for research on social power.",Journal of personality and social psychology,1975 Apr,United States,1975,70
22091802,Social and demographic determinants of abortion in Poland.,"Summary Most abortions in Polish hospitals and clinics are performed on social indications. In the 22 administrative areas of Poland, the high rates of divorce and large proportions of total population employed in non-agricultural pursuits reflect the individualistic approach to family planning which is characteristic of present-day urban society. Industrialization is disruptive to the normal functioning of the country's traditionally large families. In addition, the gross reproduction rate increases directly with the proportion of the peasant population in 17 voivodships and five large cities of Poland, whereas in the urban sector the gross reproduction rate has fallen below replacement level in the past few years. Rural birth rates will continue to decline. In view of increasing needs for future manpower, population policy aimed at increasing births through incentives to prospective mothers may achieve a limited degree of success in cities only among the educated segments of the female population.",Population studies,1975 Mar,England,1975,70
1123717,Leader effectiveness and leadership conferral as determinants of helping in a medical emergency.,"This study investigated the contribution of an individual's qualification for discussion group leadership (LGD) and the method of leadership conferral, election versus appointment, upon his group's response to a medical emergency. Five-person, face-to-face groups with high LGD leaders responded more frequently and more rapidly to a confederate member's diabetic reaction than did groups with low LGD leaders. Low LGD leaders were frequently overthrown, while groups with high LGD leaders experienced continuity of leadership. Conferral process had no discernible effect on helping or overthrows. It was concluded that a victim is the more fortunate if his group's leader is assertive.",Journal of personality and social psychology,1975 Feb,United States,1975,70
1091527,Research approaches in illicit drug use: a critical review.,"Research approached and substantive findings pertaining to determinants of the nonmedical use of illicit psychoactive drugs are reviewed. Discussion focuses upon the dimensions of drug use as a behaviorial phenomenon, the findings and limitations of four basic approaches to research in the ares--sociocultural, psychopathological, functionalist, and social learning-- and upon methodological problems. Drug use must be treated as a multidimensional phenomenon, with analyses extending well beyond simple user vs. nonuser comparisons or arbitrary categories of users. Research must be conducted within a coherent field-theoretical conceptual framework, directed toward the formulation of nomothetic laws concerning patterns of drug use. Inadequacies in sampling and measurement and the absence of longitudinal design have compromised the utility of a vast research literature.",Genetic psychology monographs,1975 Feb,United States,1975,70
1201874,Social determinants of alcohol and marijuana effects: a systematic theory.,"Based on the sociological perspective on recreational drug effects, three social determinants are propositionally related to the normal effects of alcohol and marijuana. Effects vary across drugs, users, and situations along an experimental-behavioral dimension termed ""effect-orientation."" The content of normative expectations toward effects and the interactional characteristics of drug-using situations are conceptualized as direct determinants of effect-orientations. The relative clarity of normative expectations indirectly influences effect-orientations through its relationship to the other two social determinants. The theory stresses the importance of comparative research on the normal uses of alcohol and marijuana.",The International journal of the addictions,1975,United States,1975,70
1194593,"Relationships of children's grade in school, sex, and social class to teachers' ratings on the behavior problem checklist.","The present study investigated the relationships of children's grade in school, sex, and social class to teachers' ratings on the Behavior Problem Checklist (BPCL). The sample consisted of 1,999 white children from kindergarten through fifth grade who were in regular classes. Three conclusions may be drawn from the study. The first is that grade and the interactions of grade with sex and social class are determinants of scores on the BPCL, but that no particular trends are characteristic of the relationships between these and the dependent variables. The second is that sex and social class are also determinants of scores on the BPCL, with boys and children from the lower social classes having more problems and girls and children from the higher social classes having fewer problems. The third is that the differences between schools and between teachers are responsible for more of the variance on the BPCL than grade, sex, and social class.",Journal of abnormal child psychology,1975,United States,1975,70
1150466,A theoretical analysis of selected factors important to health education strategies.,"Based on the theoretical work of Dulany and Fishbein, two major problems for understanding health behaviors were delineated: (1) the identification of those variables that determine an individual's intention to perform a health behavior; and (2) the extent to which these intentions are predictive of behavior. An analysis of factors affecting the relation between health intentions and behavior was presented and its implications for health education discussed. A social psychological model specifying two major determinants of behavioral intentions was contrasted with the Health Belief Model.",Health education monographs,1975 Summer,United States,1975,70
1123808,"The effects of self-concept, trust, and imagined positive or negative self-disclosures on psychological space.","This study focused on some of the determinants of schematic interactional distance based on an analysis of social learning processes. It was hypothesized that closer interpersonal constructions would be associated with a more positive rather than negative self-concept, a greater rather than lesser degree of trust, and a covert positive rather than negative self-disclosure to a significant other. One hundred fifty-nine male and female undergraduate students were administered the Tennessee Self Concept Scale and Jourard's Self-Disclosure Questionnaire. Of these Ss, 82 were also given either positive or negative covert self-disclosure conditions. Interactional distances consisted of ""Self"" placements in relation to several key social target representations. The results supported the hypothesis regarding the relationship between self-concept and psychological distance, but only for females. There was also a tendency for more trusting females to produce closer distances than less trusting females. These results, as well as the obtained significant sex differences in distancing responses and in renditions of vertical displacements, were discussed within the context of culturally determined sex role differences.",The Journal of psychology,1975 Jan,United States,1975,70
1089182,Sociobehavioral determinants of compliance with health and medical care recommendations.,"Over the past two decades, hundreds of articles, editorials, and commentaries have been published describing the considerable disruptive effects on quality of care of individuals noncompliance with health and medical advice. While much research has been directed at determining factors responsible for poor compliance, past studies have tended to focus upon easily measured characteristics of the patients, regimen, or illness which, unfortunately, are usually neither predictive nor alterable. This paper systematically reviews the literature on patient acceptance of recommended health behaviors, attempting to find social-psychological and related variables which have proven to be consistent predictors of compliance. The review suggests that certain health beliefs (especailly personal estimates of vulnerability to, and seriousness of, the disease, and faith in the efficacy of care), health-related motivations, perceptions of psychological and other costs of the recommended action, various aspects of the doctor-patient relationship, and social influence are the most productive dimensions for present intervention and further exploration. Building upon an earlier formulation, an hypothesized model is presented which combines these elements for explaining and predicting compliance behavior. Further research should, with standardized questionnaires and analysis techniques, employ prospective, experimental designs for a variety of population groups, settings, and regimens, to evaluate the ability of practical attempts to modify the model variables and thus enhance compliance.",Medical care,1975 Jan,United States,1975,70
820651,Research in health economics: a survey.,"This paper surveys the types of issues with which health economists have been concerned. It is intended to introduce noneconomists to the kinds of questions that economists have regarded as important. Economists' work in the health economics area may be usefully divided into ""positive"" and ""normative"" studies. Positive studies are those designed to describe, or make predictions about, how the health care system, or parts of it, actually operate. Conversely, normative studies are intended to provide statements as to how the health care system should operate. The major areas surveyed include the concept and estimation of the ""production function"" for health, the distinction between private and social costs, determinants of prices of medical inputs, and benefit-cost analysis.","International journal of health services : planning, administration, evaluation",1975,United States,1975,70
24179076,Participants in urban Mexican male homosexual encounters.,"Preliminary data are presented on 53 urban Mexican males interviewed during 1970-1971 in a study of homosexual encounters in a large Mexican city. These data are compared with data from recent studies in the United States and England of male homosexual behavior. Although preliminary and limited, the Mexican data indicate that cultural factors are important determinants of life styles and sex practices of homosexual males. Forty-eight of the 53 (90%) preferred and usually practiced anal intercourse, four preferred oral contacts, and one preferred mutual masturbation. Interviewees were also grouped according to major type of sex activity during the first sustained year of homosexual activity after puberty. One intragroup comparison indicates significant differences between anal active and anal passive interviewees. For example, as children anal passive subjects had significantly more homosexual contacts with adults; they also considered themselves more effeminate and as children were more involved with female sex-typed activities. Comparison of data from the English and United States studies with the present data suggests that preference for a particular sexual technique is not as developed in the former two countries; when there is a preference, it is not usually for anal intercourse.",Archives of sexual behavior,1971 Dec,United States,1971,70
