PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,AB,FAU,AU,AD,LA,PT,PL,TA,JT,JID,SB,MH,OID,OAB,OABL,OTO,OT,GN,EDAT,MHDA,CRDT,PHST,PST,SO,RN,EIN,RF,AID,GR,TT,PMC,CI,CIN,LID,CN,CON,PS,FPS,DEP
1090426,NLM,MEDLINE,19750606,20071115,0012-3714 (Print) 0012-3714 (Linking),36,4,1975 Apr,Vector analysis of postcardiotomy behavioral phenomena.,181-4,"The classification of postcardiotomy behavioral phenomena in Figure 1 is proposed for use as a clinical instrument to analyze etiological determinants. The utilization of a vector analysis analogy inherently denies absolutism. Classifications A-P are presented as prototypes of certain ratio imbalances of the metabolic, hemodynamic, environmental, and psychic vectors. Such a system allows for change from one type to another according to the individuality of the patient and the highly specific changes in his clinical presentation. A vector analysis also allows for infinite intermediary ratio imbalances between classification types as a function of time. Thus, postcardiotomy behavioral phenomena could be viewed as the vector summation of hemodynamic, metabolic, environmental, and psychic processes at a given point in time. Elaboration of unknown determinants in this complex syndrome appears to be task for the future.","['Caston, J C', 'Miller, W C Jr', 'Felber, W J']","['Caston JC', 'Miller WC Jr', 'Felber WJ']",,['eng'],"['Journal Article', 'Review']",United States,Dis Nerv Syst,Diseases of the nervous system,0370666,IM,"['*Behavior', '*Cardiac Surgical Procedures', 'Central Nervous System/physiopathology', 'Ego', 'Environment', 'Factor Analysis, Statistical', 'Hemodynamics', 'Humans', 'Id', 'Mental Processes', 'Metabolism', 'Personality', '*Postoperative Care', 'Psychoanalytic Theory', 'Social Adjustment', 'Superego']",,,,,,,1975/04/11 19:15,2001/03/28 10:01,['1975/04/11 19:15'],"['1975/04/11 19:15 [pubmed]', '2001/03/28 10:01 [medline]', '1975/04/11 19:15 [entrez]']",ppublish,Dis Nerv Syst. 1975 Apr;36(4):181-4.,,,24,,,,,,,,,,,,
1199285,NLM,MEDLINE,19760213,20061115,0044-2542 (Print) 0044-2542 (Linking),30,7,1975 Apr 1,[Biological basis of behavior regulation].,suppl 8-15,"A changing of the information is taken as basis for the behaviour of the organism. While the metabolism produces a connective relation with the environment, the changing of the information delivers an informational relation. The two processes are essential constituents of the organism as an open system for the maintenance and the increase of the negentropy. The informational connection with the environment is primarily non-communicative (the recipient performs the verification of the meaning of the signs with meaning). On the basis of the changing of information three environments may be differed: (1) the own environment (telereceptoric informations on the own body), (2) the informational environment and (3) the communicative environment (common alphabet). The most important determinants of the behavior which connect the organism with its informational environment are pretensions to space, time, metabolism and changing of form. In the communicative environment there may be pretensions to territory, sex, care and social ones. In organism the behaviour is above all determined by vigilance, emotion, motivation, memory (storage), selector (and receptor) as well as operator (and effector). The comparative behavioural sciences allow certain universal evidence on the basis of such parameters. Here also constituents of the human behaviour can be seized.","['Tembrock, G']",['Tembrock G'],,['ger'],"['English Abstract', 'Journal Article']",Germany,Z Gesamte Inn Med,Zeitschrift fur die gesamte innere Medizin und ihre Grenzgebiete,21730470R,IM,"['Animal Communication', 'Animals', '*Behavior', 'Behavior, Animal', 'Communication', '*Environment', 'Humans']",,,,,,,1975/04/01 00:00,1975/04/01 00:01,['1975/04/01 00:00'],"['1975/04/01 00:00 [pubmed]', '1975/04/01 00:01 [medline]', '1975/04/01 00:00 [entrez]']",ppublish,Z Gesamte Inn Med. 1975 Apr 1;30(7):suppl 8-15.,,,,,,Biologische Grundlagen der Verhaltensregulation,,,,,,,,,
1159611,NLM,MEDLINE,19751204,20190823,0022-3514 (Print) 0022-3514 (Linking),31,4,1975 Apr,"Components of ""authority"" as determinants of compliance.",606-14,"This study investigated factors affecting compliance, to orders from a formal authority. The design created a two-level status hierarchy in which subjects occupied identical low-status positions and responded to demands from a simulated high-status leader. Four components of authority-normativity,coervice power, collective justification, and success-failure-were manipulated as independent variables. Another component, the endorsement accorded the leader, was included in the design as a measured variable. Results indicated that compliance increased significantly when coervice power was high (rather than low), when justification was collective (rather than partisan), and when demands were normative (rather than counternormative). Contary ti the theoretical expectation, endorsement did not affect compliance by low-status members. The findings show that the normative aspect of legitimacy serves as a compliance-gaining base even when stripped of enforcing sanctions and under-lying goals and that the distinction between normativity and endorsement is valid for research on social power.","['Michener, H A', 'Burt, M R']","['Michener HA', 'Burt MR']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Pers Soc Psychol,Journal of personality and social psychology,0014171,IM,"['Achievement', '*Authoritarianism', '*Cooperative Behavior', 'Goals', 'Group Processes', '*Hierarchy, Social', 'Humans', 'Leadership', 'Male', 'Motivation', 'Social Control, Formal', '*Social Dominance']",,,,,,,1975/04/01 00:00,1975/04/01 00:01,['1975/04/01 00:00'],"['1975/04/01 00:00 [pubmed]', '1975/04/01 00:01 [medline]', '1975/04/01 00:00 [entrez]']",ppublish,J Pers Soc Psychol. 1975 Apr;31(4):606-14. doi: 10.1037/h0077080.,,,,['10.1037/h0077080 [doi]'],,,,,,,,,,,
1144598,NLM,MEDLINE,19750913,20041117,0033-2941 (Print) 0033-2941 (Linking),36,2,1975 Apr,Sex and workstyle of leaders and followers: determinants of productivity.,545-6,,"['Bullard, P D', 'Cook, P E']","['Bullard PD', 'Cook PE']",,['eng'],['Journal Article'],United States,Psychol Rep,Psychological reports,0376475,IM,"['*Efficiency', 'Female', 'Humans', '*Interpersonal Relations', '*Leadership', 'Male', 'Orientation', 'Sex Factors', 'Social Desirability', '*Work']",,,,,,,1975/04/01 00:00,1975/04/01 00:01,['1975/04/01 00:00'],"['1975/04/01 00:00 [pubmed]', '1975/04/01 00:01 [medline]', '1975/04/01 00:00 [entrez]']",ppublish,Psychol Rep. 1975 Apr;36(2):545-6. doi: 10.2466/pr0.1975.36.2.545.,,,,['10.2466/pr0.1975.36.2.545 [doi]'],,,,,,,,,,,
22091802,NLM,PubMed-not-MEDLINE,20121002,20111118,0032-4728 (Print) 0032-4728 (Linking),29,1,1975 Mar,Social and demographic determinants of abortion in Poland.,21-35,"Summary Most abortions in Polish hospitals and clinics are performed on social indications. In the 22 administrative areas of Poland, the high rates of divorce and large proportions of total population employed in non-agricultural pursuits reflect the individualistic approach to family planning which is characteristic of present-day urban society. Industrialization is disruptive to the normal functioning of the country's traditionally large families. In addition, the gross reproduction rate increases directly with the proportion of the peasant population in 17 voivodships and five large cities of Poland, whereas in the urban sector the gross reproduction rate has fallen below replacement level in the past few years. Rural birth rates will continue to decline. In view of increasing needs for future manpower, population policy aimed at increasing births through incentives to prospective mothers may achieve a limited degree of success in cities only among the educated segments of the female population.","['Mazur, D P']",['Mazur DP'],,['eng'],['Journal Article'],England,Popul Stud (Camb),Population studies,0376427,,,,,,,,,1975/03/01 00:00,1975/03/01 00:01,['2011/11/19 06:00'],"['2011/11/19 06:00 [entrez]', '1975/03/01 00:00 [pubmed]', '1975/03/01 00:01 [medline]']",ppublish,Popul Stud (Camb). 1975 Mar;29(1):21-35. doi: 10.1080/00324728.1975.10410182.,,,,['10.1080/00324728.1975.10410182 [doi]'],,,,,,10.1080/00324728.1975.10410182 [doi],,,,,
1124756,NLM,MEDLINE,19750629,20190509,0002-9262 (Print) 0002-9262 (Linking),101,2,1975 Feb,Determinants of injury and opportunities for intervention.,98-102,,"['Baker, S P']",['Baker SP'],,['eng'],['Journal Article'],United States,Am J Epidemiol,American journal of epidemiology,7910653,IM,"['Age Factors', 'Education', 'Emergency Medical Services', 'Environmental Exposure', 'Ergonomics', 'Ethnic Groups', 'Female', 'Humans', 'Male', 'Occupational Medicine', 'Sex Factors', 'Social Change', 'Socioeconomic Factors', 'Wounds and Injuries/*etiology/prevention & control']",,,,,,,1975/02/01 00:00,1975/02/01 00:01,['1975/02/01 00:00'],"['1975/02/01 00:00 [pubmed]', '1975/02/01 00:01 [medline]', '1975/02/01 00:00 [entrez]']",ppublish,Am J Epidemiol. 1975 Feb;101(2):98-102. doi: 10.1093/oxfordjournals.aje.a112083.,,,,['10.1093/oxfordjournals.aje.a112083 [doi]'],,,,,,,,,,,
1123717,NLM,MEDLINE,19750707,20190823,0022-3514 (Print) 0022-3514 (Linking),31,2,1975 Feb,Leader effectiveness and leadership conferral as determinants of helping in a medical emergency.,343-8,"This study investigated the contribution of an individual's qualification for discussion group leadership (LGD) and the method of leadership conferral, election versus appointment, upon his group's response to a medical emergency. Five-person, face-to-face groups with high LGD leaders responded more frequently and more rapidly to a confederate member's diabetic reaction than did groups with low LGD leaders. Low LGD leaders were frequently overthrown, while groups with high LGD leaders experienced continuity of leadership. Conferral process had no discernible effect on helping or overthrows. It was concluded that a victim is the more fortunate if his group's leader is assertive.","['Firestone, I J', 'Lichtman, C M']","['Firestone IJ', 'Lichtman CM']",,['eng'],"['Journal Article', ""Research Support, U.S. Gov't, Non-P.H.S.""]",United States,J Pers Soc Psychol,Journal of personality and social psychology,0014171,IM,"['Diabetes Mellitus/therapy', '*Emergencies', '*Group Processes', 'Humans', '*Leadership', 'Male', 'Reaction Time', '*Social Behavior', 'Social Dominance', 'Social Perception']",,,,,,,1975/02/01 00:00,1975/02/01 00:01,['1975/02/01 00:00'],"['1975/02/01 00:00 [pubmed]', '1975/02/01 00:01 [medline]', '1975/02/01 00:00 [entrez]']",ppublish,J Pers Soc Psychol. 1975 Feb;31(2):343-8. doi: 10.1037/h0076281.,,,,['10.1037/h0076281 [doi]'],,,,,,,,,,,
1091527,NLM,MEDLINE,19750707,20041117,0016-6677 (Print) 0016-6677 (Linking),91,First half,1975 Feb,Research approaches in illicit drug use: a critical review.,3-59,"Research approached and substantive findings pertaining to determinants of the nonmedical use of illicit psychoactive drugs are reviewed. Discussion focuses upon the dimensions of drug use as a behaviorial phenomenon, the findings and limitations of four basic approaches to research in the ares--sociocultural, psychopathological, functionalist, and social learning-- and upon methodological problems. Drug use must be treated as a multidimensional phenomenon, with analyses extending well beyond simple user vs. nonuser comparisons or arbitrary categories of users. Research must be conducted within a coherent field-theoretical conceptual framework, directed toward the formulation of nomothetic laws concerning patterns of drug use. Inadequacies in sampling and measurement and the absence of longitudinal design have compromised the utility of a vast research literature.","['Sadava, S W']",['Sadava SW'],,['eng'],"['Journal Article', 'Review']",United States,Genet Psychol Monogr,Genetic psychology monographs,0370737,IM,"['African Americans', 'Cross-Cultural Comparison', 'Epidemiologic Methods', 'Family', 'Humans', 'Interpersonal Relations', 'Mental Disorders/complications', 'Physicians', 'Psychoanalytic Theory', '*Research Design', 'Social Class', 'Social Conformity', 'Students', '*Substance-Related Disorders/complications/epidemiology/etiology', 'Therapeutics', 'United States', 'Urban Population']",,,,,,,1975/02/01 00:00,1975/02/01 00:01,['1975/02/01 00:00'],"['1975/02/01 00:00 [pubmed]', '1975/02/01 00:01 [medline]', '1975/02/01 00:00 [entrez]']",ppublish,Genet Psychol Monogr. 1975 Feb;91(First half):3-59.,,,202,,,,,,,,,,,,
1201874,NLM,MEDLINE,19760301,20191210,0020-773X (Print) 0020-773X (Linking),10,6,1975,Social determinants of alcohol and marijuana effects: a systematic theory.,1021-33,"Based on the sociological perspective on recreational drug effects, three social determinants are propositionally related to the normal effects of alcohol and marijuana. Effects vary across drugs, users, and situations along an experimental-behavioral dimension termed ""effect-orientation."" The content of normative expectations toward effects and the interactional characteristics of drug-using situations are conceptualized as direct determinants of effect-orientations. The relative clarity of normative expectations indirectly influences effect-orientations through its relationship to the other two social determinants. The theory stresses the importance of comparative research on the normal uses of alcohol and marijuana.","['Orcutt, J D']",['Orcutt JD'],,['eng'],['Journal Article'],United States,Int J Addict,The International journal of the addictions,0123640,IM,"['Behavior/drug effects', 'Cannabis/*pharmacology', 'Culture', 'Ethanol/*pharmacology', 'Humans', 'Motivation', 'Psychology, Social', '*Recreation', 'Set, Psychology', '*Social Environment']",,,,,,,1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Int J Addict. 1975;10(6):1021-33. doi: 10.3109/10826087509028358.,['3K9958V90M (Ethanol)'],,,['10.3109/10826087509028358 [doi]'],,,,,,,,,,,
1194593,NLM,MEDLINE,19760220,20190918,0091-0627 (Print) 0091-0627 (Linking),3,2,1975,"Relationships of children's grade in school, sex, and social class to teachers' ratings on the behavior problem checklist.",115-26,"The present study investigated the relationships of children's grade in school, sex, and social class to teachers' ratings on the Behavior Problem Checklist (BPCL). The sample consisted of 1,999 white children from kindergarten through fifth grade who were in regular classes. Three conclusions may be drawn from the study. The first is that grade and the interactions of grade with sex and social class are determinants of scores on the BPCL, but that no particular trends are characteristic of the relationships between these and the dependent variables. The second is that sex and social class are also determinants of scores on the BPCL, with boys and children from the lower social classes having more problems and girls and children from the higher social classes having fewer problems. The third is that the differences between schools and between teachers are responsible for more of the variance on the BPCL than grade, sex, and social class.","['Touliatos, J', 'Lindholm, B W']","['Touliatos J', 'Lindholm BW']",,['eng'],['Journal Article'],United States,J Abnorm Child Psychol,Journal of abnormal child psychology,0364547,IM,"['Age Factors', 'Child', '*Child Behavior Disorders', 'Child, Preschool', 'Female', 'Humans', 'Male', 'Sex Factors', '*Social Class', 'Social Perception', '*Teaching']",,,,,,,1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,J Abnorm Child Psychol. 1975;3(2):115-26. doi: 10.1007/bf00919805.,,,,['10.1007/bf00919805 [doi]'],,,,,,,,,,,
1150466,NLM,MEDLINE,19751105,20191028,0073-1455 (Print) 0073-1455 (Linking),3,2,1975 Summer,A theoretical analysis of selected factors important to health education strategies.,152-67,"Based on the theoretical work of Dulany and Fishbein, two major problems for understanding health behaviors were delineated: (1) the identification of those variables that determine an individual's intention to perform a health behavior; and (2) the extent to which these intentions are predictive of behavior. An analysis of factors affecting the relation between health intentions and behavior was presented and its implications for health education discussed. A social psychological model specifying two major determinants of behavioral intentions was contrasted with the Health Belief Model.","['Jaccard, J']",['Jaccard J'],,['eng'],['Journal Article'],United States,Health Educ Monogr,Health education monographs,0431135,IM,"['*Attitude to Health', '*Health Education', 'Humans', 'Illinois', 'Models, Psychological', 'Motivation', 'Probability', 'Regression Analysis', 'Smoking', 'Time Factors']",,,,,,,1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Health Educ Monogr. 1975 Summer;3(2):152-67. doi: 10.1177/109019817500300201.,,,,['10.1177/109019817500300201 [doi]'],,,,,,,,,,,
1123808,NLM,MEDLINE,19750702,20001218,0022-3980 (Print) 0022-3980 (Linking),89,1st Half,1975 Jan,"The effects of self-concept, trust, and imagined positive or negative self-disclosures on psychological space.",9-24,"This study focused on some of the determinants of schematic interactional distance based on an analysis of social learning processes. It was hypothesized that closer interpersonal constructions would be associated with a more positive rather than negative self-concept, a greater rather than lesser degree of trust, and a covert positive rather than negative self-disclosure to a significant other. One hundred fifty-nine male and female undergraduate students were administered the Tennessee Self Concept Scale and Jourard's Self-Disclosure Questionnaire. Of these Ss, 82 were also given either positive or negative covert self-disclosure conditions. Interactional distances consisted of ""Self"" placements in relation to several key social target representations. The results supported the hypothesis regarding the relationship between self-concept and psychological distance, but only for females. There was also a tendency for more trusting females to produce closer distances than less trusting females. These results, as well as the obtained significant sex differences in distancing responses and in renditions of vertical displacements, were discussed within the context of culturally determined sex role differences.","['Tolor, A', 'Cramer, M', ""D'Amico, D"", ""O'Marra, M M""]","['Tolor A', 'Cramer M', ""D'Amico D"", ""O'Marra MM""]",,['eng'],['Journal Article'],United States,J Psychol,The Journal of psychology,0376332,IM,"['Hierarchy, Social', 'Interpersonal Relations', 'Psychological Tests', 'Role', '*Self Concept', '*Self Disclosure', 'Sex Factors', 'Social Behavior', 'Social Conformity', 'Social Isolation', '*Social Perception', '*Spatial Behavior']",,,,,,,1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,J Psychol. 1975 Jan;89(1st Half):9-24. doi: 10.1080/00223980.1975.9923902.,,,,['10.1080/00223980.1975.9923902 [doi]'],,,,,,,,,,,
1089182,NLM,MEDLINE,19750416,20190819,0025-7079 (Print) 0025-7079 (Linking),13,1,1975 Jan,Sociobehavioral determinants of compliance with health and medical care recommendations.,10-24,"Over the past two decades, hundreds of articles, editorials, and commentaries have been published describing the considerable disruptive effects on quality of care of individuals noncompliance with health and medical advice. While much research has been directed at determining factors responsible for poor compliance, past studies have tended to focus upon easily measured characteristics of the patients, regimen, or illness which, unfortunately, are usually neither predictive nor alterable. This paper systematically reviews the literature on patient acceptance of recommended health behaviors, attempting to find social-psychological and related variables which have proven to be consistent predictors of compliance. The review suggests that certain health beliefs (especailly personal estimates of vulnerability to, and seriousness of, the disease, and faith in the efficacy of care), health-related motivations, perceptions of psychological and other costs of the recommended action, various aspects of the doctor-patient relationship, and social influence are the most productive dimensions for present intervention and further exploration. Building upon an earlier formulation, an hypothesized model is presented which combines these elements for explaining and predicting compliance behavior. Further research should, with standardized questionnaires and analysis techniques, employ prospective, experimental designs for a variety of population groups, settings, and regimens, to evaluate the ability of practical attempts to modify the model variables and thus enhance compliance.","['Becker, M H', 'Maiman, L A']","['Becker MH', 'Maiman LA']",,['eng'],"['Journal Article', 'Review']",United States,Med Care,Medical care,0230027,AIM IM,"['Age Factors', '*Attitude to Health', 'Continuity of Patient Care', '*Cooperative Behavior', 'Health Services/*statistics & numerical data', 'Humans', 'Models, Psychological', 'Motivation', 'Personality', 'Physician-Patient Relations', 'Preventive Health Services/statistics & numerical data', 'Probability', 'Quality of Health Care', 'Sick Role', 'Social Conformity', 'Socioeconomic Factors']",,,,,,,1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Med Care. 1975 Jan;13(1):10-24. doi: 10.1097/00005650-197501000-00002.,,,111,['10.1097/00005650-197501000-00002 [doi]'],,,,,,,,,,,
820651,NLM,MEDLINE,19760925,20170214,0020-7314 (Print) 0020-7314 (Linking),5,4,1975,Research in health economics: a survey.,643-61,"This paper surveys the types of issues with which health economists have been concerned. It is intended to introduce noneconomists to the kinds of questions that economists have regarded as important. Economists' work in the health economics area may be usefully divided into ""positive"" and ""normative"" studies. Positive studies are those designed to describe, or make predictions about, how the health care system, or parts of it, actually operate. Conversely, normative studies are intended to provide statements as to how the health care system should operate. The major areas surveyed include the concept and estimation of the ""production function"" for health, the distinction between private and social costs, determinants of prices of medical inputs, and benefit-cost analysis.","['Weisbrod, B A']",['Weisbrod BA'],,['eng'],"['Journal Article', 'Review']",United States,Int J Health Serv,"International journal of health services : planning, administration, evaluation",1305035,IM,"['Cost-Benefit Analysis', 'Economics, Hospital', '*Economics, Medical', 'Health Expenditures', 'Health Services/supply & distribution', 'Humans', 'Preventive Health Services', 'Regression Analysis', 'Research']",,,,,,,1975/01/01 00:00,1975/01/01 00:01,['1975/01/01 00:00'],"['1975/01/01 00:00 [pubmed]', '1975/01/01 00:01 [medline]', '1975/01/01 00:00 [entrez]']",ppublish,Int J Health Serv. 1975;5(4):643-61. doi: 10.2190/KVHP-37N5-F6CD-RL6A.,,,107,['10.2190/KVHP-37N5-F6CD-RL6A [doi]'],,,,,,,,,,,
11664381,KIE,MEDLINE,19790401,20170301,0037-7732 (Print) 0037-7732 (Linking),53,2,1974 Dec,"""The compassionate physician"": frequency and social determinants of physician-investigator concern for human subjects.",289-96,,"['Lally, John J', 'Barber, Bernard']","['Lally JJ', 'Barber B']",,['eng'],['Journal Article'],England,Soc Forces,Social forces; a scientific medium of social study and interpretation,20810070R,E,"['*Attitude', 'Data Collection', '*Human Experimentation', 'Human Rights', 'Humans', 'Informed Consent', 'Interpersonal Relations', 'Patients', '*Research Personnel', 'Research Subjects', 'Researcher-Subject Relations', 'Risk', 'Risk Assessment', 'Social Control, Formal', 'Social Control, Informal', 'Social Values', 'Socioeconomic Factors']",['KIE: 01568'],,,['KIE'],['Empirical Approach'],"['KIE: 6 fn.', 'KIE: KIE BoB Subject Heading: HUMAN EXPERIMENTATION/CLINICAL', 'INVESTIGATORS/ATTITUDES', 'KIE: 24 refs.']",1974/12/01 00:00,2001/11/02 10:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '2001/11/02 10:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,Soc Forces. 1974 Dec;53(2):289-96. doi: 10.1093/sf/53.2.289.,,,,['10.1093/sf/53.2.289 [doi]'],,,,,,,,,,,
4443883,NLM,MEDLINE,19750416,20101118,0022-3891 (Print) 0022-3891 (Linking),38,6,1974 Dec,Situational determinants of personal validation of general personality interpretations.,530-4,,"['Hinrichsen, J J', 'Bradley, L A']","['Hinrichsen JJ', 'Bradley LA']",,['eng'],['Journal Article'],England,J Pers Assess,Journal of personality assessment,1260201,IM,"['*Attitude', 'Female', 'Humans', 'Internal-External Control', 'Personal Satisfaction', '*Personality Assessment', 'Psychometrics', 'Rorschach Test', 'Self-Assessment', 'Social Desirability', 'Social Values', 'Thematic Apperception Test']",,,,,,,1974/12/01 00:00,1974/12/01 00:01,['1974/12/01 00:00'],"['1974/12/01 00:00 [pubmed]', '1974/12/01 00:01 [medline]', '1974/12/01 00:00 [entrez]']",ppublish,J Pers Assess. 1974 Dec;38(6):530-4. doi: 10.1080/00223891.1974.10120012.,,,,['10.1080/00223891.1974.10120012 [doi]'],,,,,,,,,,,
4444274,NLM,MEDLINE,19750417,20041117,0022-4545 (Print) 0022-4545 (Linking),94,1st half,1974 Oct,Language differences and message length as determinants in communicating personality judgments between people.,83-94,,"['Perry, R P', 'Boyd, J E']","['Perry RP', 'Boyd JE']",,['eng'],['Journal Article'],United States,J Soc Psychol,The Journal of social psychology,0376372,IM,"['*Communication', 'Humans', 'Information Theory', '*Language', '*Personality', '*Social Perception', 'Tape Recording']",,,,,,,1974/10/01 00:00,1974/10/01 00:01,['1974/10/01 00:00'],"['1974/10/01 00:00 [pubmed]', '1974/10/01 00:01 [medline]', '1974/10/01 00:00 [entrez]']",ppublish,J Soc Psychol. 1974 Oct;94(1st half):83-94. doi: 10.1080/00224545.1974.9923185.,,,,['10.1080/00224545.1974.9923185 [doi]'],,,,,,,,,,,
4847267,NLM,MEDLINE,19741004,20190817,0022-006X (Print) 0022-006X (Linking),42,4,1974 Aug,"Determinants of social rejection for help seeking: locus of causal attribution, help source, and the ""mental illness"" label.",618,,"['Calhoun, L G', 'Peirce, J R', 'Walters, S', 'Dawes, A S']","['Calhoun LG', 'Peirce JR', 'Walters S', 'Dawes AS']",,['eng'],['Journal Article'],United States,J Consult Clin Psychol,Journal of consulting and clinical psychology,0136553,IM,"['Adult', '*Attitude', 'Humans', 'Male', '*Mental Disorders', 'Middle Aged', '*Social Perception']",,,,,,,1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",ppublish,J Consult Clin Psychol. 1974 Aug;42(4):618. doi: 10.1037/h0036627.,,,,['10.1037/h0036627 [doi]'],,,,,,,,,,,
4619830,NLM,MEDLINE,19760209,20091111,0022-4499 (Print) 0022-4499 (Linking),10,3,1974 Aug,Social determinants of the onset of puberty in rodents.,181-93,,"['Vandenbergh, J G']",['Vandenbergh JG'],,['eng'],"['Journal Article', 'Review']",United States,J Sex Res,Journal of sex research,0062647,R,"['Adolescent', 'Age Factors', 'Animals', 'Child', 'Dietary Proteins', 'Female', 'Humans', 'Hypothalamus/physiology', 'Male', 'Mice', 'Olfactory Bulb/drug effects', 'Ovary/physiology', 'Pheromones/*pharmacology', 'Pituitary Gland/physiology', 'Puberty/*drug effects', 'Social Environment', 'Stimulation, Chemical']",,,,,,,1974/08/01 00:00,1974/08/01 00:01,['1974/08/01 00:00'],"['1974/08/01 00:00 [pubmed]', '1974/08/01 00:01 [medline]', '1974/08/01 00:00 [entrez]']",ppublish,J Sex Res. 1974 Aug;10(3):181-93. doi: 10.1080/00224497409550849.,"['0 (Dietary Proteins)', '0 (Pheromones)']",,18,['10.1080/00224497409550849 [doi]'],,,,,,,,,,,
12257589,PIP,MEDLINE,19800103,20061115,0304-3118 (Print) 0304-3118 (Linking),27,,1974 Jul-Aug,[From Confucius to Malthus].,66-8,,"['Mesarovic, M', 'Pestel, E', 'Guernier, M']","['Mesarovic M', 'Pestel E', 'Guernier M']",,['fre'],"['English Abstract', 'Journal Article']",France,Courr Unesco,Le Courrier de l'Unesco,101085323,J,"['*Demography', 'Social Sciences']","['PIP: 741873', 'POP: 00021939']","['This is an abridged version of a chapter from The Determinants and Consequences', 'of Population Trends published by the Department of Economic and Social Affairs', 'of the United Nations in December, 1973. The history of demographic writings from', 'Confucius to Malthus is summarized, including Greek, Roman, Hebrew, early', 'Christian and Islamic writers. Confucius suggested a balance between land and', 'agricultural peoples controlled by government-enforced migration. Plato, in Laws,', 'conceived of an optimum population in a City-State, controlled by censure,', 'immigration, and emigration. Aristotle, in Politics, wrote that resources and', 'population should grow in harmony to avoid poverty, conflict, or the control', 'measures of abortion and infant exposure. The Romans under Agustus legislated', 'economic benefits to married and favored reproduction. The Hebrews similarly', 'considered sterility a calamity and valued large populations for economic and', 'military power. Early Christians usually considered reproduction as a moral', 'question, forbiding polygamy, divorce, abortion, and infanticide, but they also', 'glorified celibacy. Throughout medieval times the primary emphasis, both', 'ecclesiastically and culturally, was on growth because of fear of d epopulation.', 'An Islamic scholar of the fourteenth century, Ibn Khaldoun, favored a dense', 'population because it would afford more efficient division of labor, higher', 'living standards, and economic and military security. He believed that the', 'population would respond to economic conditions. Since Malthus, demographic', 'theory has divided into 2 trends: first, studies of rapid growth, and second, the', 'relationships between population and economic and social development.']",['eng'],['PIP'],"['*Demography--history', '*Literature Review', 'Social Sciences']",,1974/07/01 00:00,2002/10/09 04:00,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '2002/10/09 04:00 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Courr Unesco. 1974 Jul-Aug;27:66-8.,,,,,,De Confucius a Malthus.,,,,,,,,,
4837572,NLM,MEDLINE,19740906,20170214,0036-9330 (Print) 0036-9330 (Linking),19,4,1974 Jul,Determinants of outcome in a psychiatric emergency clinic.,196-9,,"['Babiker, I E']",['Babiker IE'],,['eng'],['Journal Article'],Scotland,Scott Med J,Scottish medical journal,2983335R,IM,"['Adult', 'Affective Symptoms/diagnosis', 'Decision Making', '*Emergency Service, Hospital', 'Family Characteristics', 'Female', 'Hospitalization', 'Humans', 'Male', 'Middle Aged', 'Neurotic Disorders/diagnosis', '*Psychiatric Department, Hospital', 'Referral and Consultation', 'Schizophrenia/diagnosis', 'Scotland', 'Social Class', 'Time Factors', 'Unemployment']",,,,,,,1974/07/01 00:00,1974/07/01 00:01,['1974/07/01 00:00'],"['1974/07/01 00:00 [pubmed]', '1974/07/01 00:01 [medline]', '1974/07/01 00:00 [entrez]']",ppublish,Scott Med J. 1974 Jul;19(4):196-9. doi: 10.1177/003693307401900408.,,,,['10.1177/003693307401900408 [doi]'],,,,,,,,,,,
